order_id,customer_id,order_date,order_ts,channel,order_status,shipping_cost
90068,6245,2024-01-03,2024-01-03 17:11:02,Mobile App,COMPLETED,0.00
90069,6693,2024-01-03,2024-01-03 00:10:20,Marketplace,COMPLETED,0.00
90070,6761,2024-01-03,2024-01-03 04:55:13,Mobile App,COMPLETED,4.99
90071,5635,2024-01-03,2024-01-03 14:04:52,Mobile App,CANCELLED,0.00
90072,5818,2024-01-03,2024-01-03 22:53:45,Mobile App,COMPLETED,0.00
90073,6623,2024-01-03,2024-01-03 14:24:58,Web,COMPLETED,6.99
90074,6350,2024-01-03,2024-01-03 23:46:57,Web,COMPLETED,0.00
90075,5445,2024-01-03,2024-01-03 13:28:10,Mobile App,COMPLETED,6.99
90076,6037,2024-01-04,2024-01-04 06:25:02,Web,COMPLETED,0.00
90077,5022,2024-01-04,2024-01-04 21:15:45,Web,COMPLETED,8.99
90078,5897,2024-01-04,2024-01-04 17:47:25,Web,COMPLETED,4.99
90079,5345,2024-01-04,2024-01-04 20:51:33,Web,COMPLETED,0.00
90080,6313,2024-01-04,2024-01-04 07:12:05,Marketplace,COMPLETED,0.00
90081,5033,2024-01-04,2024-01-04 03:51:53,Mobile App,RETURNED,0.00
90082,6701,2024-01-04,2024-01-04 19:13:59,Marketplace,COMPLETED,4.99
90083,6110,2024-01-04,2024-01-04 06:26:19,Mobile App,COMPLETED,0.00
90084,6572,2024-01-04,2024-01-04 03:38:20,Mobile App,COMPLETED,6.99
90085,6293,2024-01-04,2024-01-04 10:54:42,Marketplace,COMPLETED,8.99
90086,5988,2024-01-04,2024-01-04 22:00:14,Web,COMPLETED,8.99
90087,5044,2024-01-04,2024-01-04 20:02:15,Mobile App,COMPLETED,0.00
90088,6486,2024-01-04,2024-01-04 21:44:46,Mobile App,CANCELLED,0.00
90089,5456,2024-01-04,2024-01-04 06:15:32,Mobile App,COMPLETED,0.00
90090,5161,2024-01-04,2024-01-04 02:23:25,Mobile App,COMPLETED,6.99
90091,5774,2024-01-04,2024-01-04 00:48:24,Web,RETURNED,6.99
90092,5876,2024-01-04,2024-01-04 10:08:45,Web,COMPLETED,4.99
90093,5962,2024-01-04,2024-01-04 12:47:23,Web,COMPLETED,6.99
90094,5787,2024-01-04,2024-01-04 05:12:48,Mobile App,COMPLETED,8.99
90095,5894,2024-01-04,2024-01-04 01:58:52,Web,COMPLETED,6.99
90096,5741,2024-01-04,2024-01-04 05:00:07,Marketplace,COMPLETED,0.00
90097,6320,2024-01-05,2024-01-05 13:48:56,Marketplace,COMPLETED,0.00
90098,6491,2024-01-05,2024-01-05 12:44:19,Web,COMPLETED,8.99
90099,5014,2024-01-05,2024-01-05 06:31:11,Web,COMPLETED,0.00
90100,6030,2024-01-05,2024-01-05 13:28:40,Web,COMPLETED,6.99
90101,6279,2024-01-05,2024-01-05 01:06:13,Web,COMPLETED,0.00
90102,6070,2024-01-05,2024-01-05 13:21:23,Web,COMPLETED,8.99
90103,6397,2024-01-05,2024-01-05 07:23:28,Web,COMPLETED,0.00
90104,6267,2024-01-05,2024-01-05 10:43:28,Marketplace,COMPLETED,8.99
90105,5479,2024-01-05,2024-01-05 21:54:44,Mobile App,RETURNED,6.99
90106,5206,2024-01-05,2024-01-05 16:02:08,Marketplace,COMPLETED,8.99
90107,6020,2024-01-05,2024-01-05 15:42:34,Web,COMPLETED,4.99
90108,5494,2024-01-05,2024-01-05 10:57:24,Web,COMPLETED,4.99
90109,6570,2024-01-05,2024-01-05 20:46:31,Web,COMPLETED,8.99
90110,5186,2024-01-05,2024-01-05 22:47:47,Marketplace,COMPLETED,0.00
90111,6485,2024-01-05,2024-01-05 23:07:36,Mobile App,COMPLETED,4.99
90112,5754,2024-01-05,2024-01-05 07:06:25,Web,COMPLETED,0.00
90113,5019,2024-01-05,2024-01-05 22:07:17,Mobile App,COMPLETED,0.00
90114,6737,2024-01-05,2024-01-05 07:44:47,Marketplace,COMPLETED,0.00
90115,5108,2024-01-05,2024-01-05 09:44:59,Web,COMPLETED,0.00
90116,5400,2024-01-05,2024-01-05 06:51:47,Marketplace,COMPLETED,0.00
90117,5401,2024-01-05,2024-01-05 03:22:30,Marketplace,COMPLETED,4.99
90118,5368,2024-01-05,2024-01-05 01:07:15,Web,COMPLETED,4.99
90119,5813,2024-01-05,2024-01-05 21:05:49,Mobile App,CANCELLED,8.99
90120,5950,2024-01-05,2024-01-05 21:58:32,Marketplace,COMPLETED,8.99
90121,5461,2024-01-05,2024-01-05 04:06:20,Web,COMPLETED,0.00
90122,6766,2024-01-06,2024-01-06 02:33:53,Mobile App,COMPLETED,6.99
90123,6198,2024-01-06,2024-01-06 03:02:08,Mobile App,COMPLETED,6.99
90124,6178,2024-01-06,2024-01-06 05:27:42,Web,RETURNED,0.00
90125,5001,2024-01-06,2024-01-06 15:44:20,Web,COMPLETED,8.99
90126,6071,2024-01-06,2024-01-06 17:13:37,Web,COMPLETED,0.00
90127,5736,2024-01-06,2024-01-06 14:05:16,Web,COMPLETED,6.99
90128,6386,2024-01-06,2024-01-06 13:24:01,Mobile App,COMPLETED,0.00
90129,6237,2024-01-06,2024-01-06 10:49:17,Web,COMPLETED,6.99
90130,5300,2024-01-06,2024-01-06 03:11:33,Web,COMPLETED,0.00
90131,6492,2024-01-06,2024-01-06 05:22:51,Web,COMPLETED,6.99
90132,6519,2024-01-06,2024-01-06 22:29:11,Marketplace,COMPLETED,0.00
90133,5899,2024-01-06,2024-01-06 10:54:05,Web,RETURNED,6.99
90134,6300,2024-01-06,2024-01-06 00:27:43,Web,COMPLETED,6.99
90135,6042,2024-01-06,2024-01-06 19:12:58,Marketplace,COMPLETED,4.99
90136,6703,2024-01-06,2024-01-06 21:38:02,Marketplace,COMPLETED,8.99
90137,5346,2024-01-07,2024-01-07 03:18:19,Marketplace,COMPLETED,0.00
90138,5990,2024-01-07,2024-01-07 20:32:52,Web,COMPLETED,0.00
90139,5073,2024-01-07,2024-01-07 02:33:32,Mobile App,COMPLETED,4.99
90140,5315,2024-01-07,2024-01-07 11:27:57,Mobile App,COMPLETED,6.99
90141,5374,2024-01-07,2024-01-07 06:18:02,Mobile App,COMPLETED,0.00
90142,5274,2024-01-07,2024-01-07 03:26:31,Mobile App,RETURNED,6.99
90143,6127,2024-01-07,2024-01-07 03:50:01,Mobile App,COMPLETED,0.00
90144,5259,2024-01-07,2024-01-07 19:47:00,Web,COMPLETED,0.00
90145,5890,2024-01-07,2024-01-07 08:49:07,Mobile App,COMPLETED,4.99
90146,6770,2024-01-07,2024-01-07 19:12:05,Web,COMPLETED,0.00
90147,6771,2024-01-07,2024-01-07 16:27:41,Web,COMPLETED,4.99
90148,5106,2024-01-07,2024-01-07 01:00:03,Web,COMPLETED,4.99
90149,6353,2024-01-07,2024-01-07 11:21:19,Marketplace,COMPLETED,6.99
90150,5229,2024-01-07,2024-01-07 11:15:41,Web,COMPLETED,8.99
90151,5566,2024-01-07,2024-01-07 14:59:06,Web,COMPLETED,0.00
90152,5154,2024-01-07,2024-01-07 17:22:57,Mobile App,COMPLETED,0.00
90153,5750,2024-01-07,2024-01-07 09:02:36,Mobile App,RETURNED,0.00
90154,5125,2024-01-07,2024-01-07 16:24:35,Marketplace,COMPLETED,6.99
90155,5821,2024-01-08,2024-01-08 14:32:45,Mobile App,COMPLETED,8.99
90156,6476,2024-01-08,2024-01-08 07:18:02,Mobile App,COMPLETED,8.99
90157,6310,2024-01-08,2024-01-08 17:16:46,Web,RETURNED,0.00
90158,5274,2024-01-08,2024-01-08 23:47:44,Mobile App,COMPLETED,0.00
90159,5783,2024-01-08,2024-01-08 18:40:51,Marketplace,COMPLETED,4.99
90160,6758,2024-01-08,2024-01-08 14:11:52,Mobile App,COMPLETED,4.99
90161,6767,2024-01-08,2024-01-08 12:43:38,Web,COMPLETED,4.99
90162,5385,2024-01-08,2024-01-08 23:48:51,Web,COMPLETED,4.99
90163,5025,2024-01-08,2024-01-08 07:49:05,Mobile App,COMPLETED,4.99
90164,5549,2024-01-08,2024-01-08 09:21:30,Web,COMPLETED,4.99
90165,5317,2024-01-08,2024-01-08 03:32:56,Web,COMPLETED,6.99
90166,6714,2024-01-08,2024-01-08 21:24:43,Mobile App,COMPLETED,4.99
90167,6465,2024-01-08,2024-01-08 10:07:23,Web,COMPLETED,0.00
90168,5174,2024-01-08,2024-01-08 09:22:56,Web,COMPLETED,0.00
90169,5213,2024-01-08,2024-01-08 15:52:04,Web,COMPLETED,0.00
90170,5232,2024-01-08,2024-01-08 10:31:27,Mobile App,COMPLETED,6.99
90171,5986,2024-01-08,2024-01-08 23:14:44,Marketplace,COMPLETED,0.00
90172,5179,2024-01-08,2024-01-08 03:03:58,Web,COMPLETED,0.00
90173,5716,2024-01-08,2024-01-08 12:46:01,Web,COMPLETED,0.00
90174,6426,2024-01-08,2024-01-08 04:23:09,Mobile App,COMPLETED,4.99
90175,5162,2024-01-08,2024-01-08 16:44:19,Web,COMPLETED,8.99
90176,5963,2024-01-08,2024-01-08 12:53:27,Mobile App,COMPLETED,0.00
90177,6393,2024-01-08,2024-01-08 04:47:13,Mobile App,RETURNED,0.00
90178,5821,2024-01-08,2024-01-08 22:29:30,Mobile App,COMPLETED,0.00
90179,5642,2024-01-08,2024-01-08 00:15:18,Marketplace,COMPLETED,0.00
90180,5334,2024-01-08,2024-01-08 07:17:05,Mobile App,COMPLETED,4.99
90181,6157,2024-01-09,2024-01-09 12:46:22,Web,COMPLETED,0.00
90182,5266,2024-01-09,2024-01-09 09:10:09,Marketplace,COMPLETED,4.99
90183,6398,2024-01-09,2024-01-09 22:10:32,Mobile App,COMPLETED,4.99
90184,6058,2024-01-09,2024-01-09 21:24:15,Marketplace,COMPLETED,0.00
90185,5428,2024-01-09,2024-01-09 02:31:06,Mobile App,COMPLETED,0.00
90186,5932,2024-01-09,2024-01-09 14:16:30,Web,COMPLETED,8.99
90187,5525,2024-01-09,2024-01-09 11:32:54,Mobile App,COMPLETED,0.00
90188,6280,2024-01-09,2024-01-09 20:03:47,Web,COMPLETED,8.99
90189,6620,2024-01-09,2024-01-09 14:29:41,Web,COMPLETED,6.99
90190,6096,2024-01-09,2024-01-09 12:21:04,Mobile App,COMPLETED,0.00
90191,5650,2024-01-09,2024-01-09 00:48:43,Web,COMPLETED,0.00
90192,5867,2024-01-09,2024-01-09 13:33:13,Web,COMPLETED,6.99
90193,6372,2024-01-09,2024-01-09 06:22:26,Web,COMPLETED,0.00
90194,5987,2024-01-09,2024-01-09 21:37:39,Mobile App,COMPLETED,8.99
90195,5297,2024-01-09,2024-01-09 21:26:16,Web,COMPLETED,0.00
90196,6067,2024-01-09,2024-01-09 01:13:47,Marketplace,RETURNED,4.99
90197,5385,2024-01-09,2024-01-09 09:57:19,Mobile App,COMPLETED,0.00
90198,6029,2024-01-09,2024-01-09 11:11:35,Web,COMPLETED,6.99
90199,6219,2024-01-09,2024-01-09 03:05:41,Web,CANCELLED,0.00
90200,5034,2024-01-09,2024-01-09 15:07:22,Mobile App,COMPLETED,0.00
90201,6626,2024-01-09,2024-01-09 16:18:17,Mobile App,COMPLETED,4.99
90202,6349,2024-01-09,2024-01-09 00:01:09,Web,COMPLETED,4.99
90203,6619,2024-01-09,2024-01-09 01:51:59,Web,COMPLETED,6.99
90204,6184,2024-01-09,2024-01-09 07:06:45,Mobile App,COMPLETED,6.99
90205,6641,2024-01-09,2024-01-09 05:20:13,Web,COMPLETED,8.99
90206,5191,2024-01-09,2024-01-09 02:36:24,Web,COMPLETED,0.00
90207,5052,2024-01-09,2024-01-09 08:42:03,Marketplace,COMPLETED,6.99
90208,5564,2024-01-09,2024-01-09 12:06:31,Web,COMPLETED,0.00
90209,5848,2024-01-10,2024-01-10 05:11:19,Web,COMPLETED,6.99
90210,5021,2024-01-10,2024-01-10 08:59:07,Web,COMPLETED,0.00
90211,5395,2024-01-10,2024-01-10 06:01:20,Mobile App,COMPLETED,0.00
90212,5284,2024-01-10,2024-01-10 17:41:18,Web,COMPLETED,8.99
90213,5957,2024-01-10,2024-01-10 18:19:10,Marketplace,COMPLETED,0.00
90214,6627,2024-01-10,2024-01-10 20:33:22,Web,COMPLETED,0.00
90215,5816,2024-01-10,2024-01-10 11:09:49,Web,COMPLETED,6.99
90216,5644,2024-01-10,2024-01-10 17:04:24,Web,COMPLETED,4.99
90217,5581,2024-01-10,2024-01-10 02:36:57,Mobile App,COMPLETED,8.99
90218,6324,2024-01-10,2024-01-10 10:37:24,Mobile App,COMPLETED,8.99
90219,5485,2024-01-10,2024-01-10 04:53:25,Mobile App,COMPLETED,0.00
90220,5076,2024-01-10,2024-01-10 22:29:31,Mobile App,COMPLETED,0.00
90221,6739,2024-01-10,2024-01-10 01:16:56,Marketplace,COMPLETED,0.00
90222,6608,2024-01-10,2024-01-10 22:10:59,Web,COMPLETED,6.99
90223,5283,2024-01-10,2024-01-10 13:40:28,Mobile App,RETURNED,0.00
90224,6369,2024-01-10,2024-01-10 17:53:55,Web,COMPLETED,6.99
90225,5497,2024-01-10,2024-01-10 06:52:37,Marketplace,COMPLETED,6.99
90226,6560,2024-01-10,2024-01-10 04:14:58,Mobile App,COMPLETED,4.99
90227,5745,2024-01-10,2024-01-10 14:22:16,Mobile App,COMPLETED,0.00
90228,5243,2024-01-10,2024-01-10 11:06:03,Mobile App,COMPLETED,6.99
90229,6329,2024-01-10,2024-01-10 07:07:03,Mobile App,COMPLETED,4.99
90230,5074,2024-01-10,2024-01-10 12:06:14,Mobile App,COMPLETED,6.99
90231,6504,2024-01-10,2024-01-10 00:06:11,Marketplace,COMPLETED,8.99
90232,6031,2024-01-10,2024-01-10 15:27:21,Marketplace,RETURNED,8.99
90233,5043,2024-01-10,2024-01-10 04:49:06,Web,COMPLETED,0.00
90234,5205,2024-01-10,2024-01-10 16:49:42,Web,COMPLETED,6.99
90235,6756,2024-01-10,2024-01-10 21:09:22,Mobile App,COMPLETED,4.99
90236,5501,2024-01-11,2024-01-11 16:11:16,Mobile App,COMPLETED,6.99
90237,6391,2024-01-11,2024-01-11 11:18:07,Web,RETURNED,0.00
90238,5018,2024-01-11,2024-01-11 15:19:00,Mobile App,COMPLETED,0.00
90239,5882,2024-01-11,2024-01-11 08:09:46,Web,COMPLETED,0.00
90240,5403,2024-01-11,2024-01-11 08:58:19,Mobile App,COMPLETED,0.00
90241,6223,2024-01-11,2024-01-11 08:08:26,Web,COMPLETED,0.00
90242,6136,2024-01-11,2024-01-11 13:06:08,Web,COMPLETED,0.00
90243,6079,2024-01-11,2024-01-11 02:48:08,Mobile App,COMPLETED,6.99
90244,6260,2024-01-11,2024-01-11 14:51:48,Web,COMPLETED,0.00
90245,6792,2024-01-11,2024-01-11 03:52:18,Mobile App,COMPLETED,0.00
90246,6159,2024-01-11,2024-01-11 07:57:43,Mobile App,RETURNED,4.99
90247,6311,2024-01-11,2024-01-11 02:00:09,Web,COMPLETED,4.99
90248,6237,2024-01-11,2024-01-11 09:25:30,Web,COMPLETED,4.99
90249,5377,2024-01-11,2024-01-11 15:18:18,Web,COMPLETED,6.99
90250,6368,2024-01-11,2024-01-11 04:29:56,Web,COMPLETED,0.00
90251,6481,2024-01-11,2024-01-11 16:24:32,Mobile App,COMPLETED,8.99
90252,5129,2024-01-11,2024-01-11 15:24:30,Web,COMPLETED,8.99
90253,6241,2024-01-11,2024-01-11 18:22:37,Marketplace,COMPLETED,8.99
90254,6265,2024-01-11,2024-01-11 21:30:20,Mobile App,COMPLETED,0.00
90255,6557,2024-01-11,2024-01-11 00:59:11,Web,COMPLETED,0.00
90256,5658,2024-01-11,2024-01-11 16:51:50,Web,COMPLETED,0.00
90257,5394,2024-01-11,2024-01-11 21:46:58,Web,COMPLETED,4.99
90258,6492,2024-01-11,2024-01-11 20:24:55,Marketplace,COMPLETED,0.00
90259,5146,2024-01-11,2024-01-11 00:14:52,Mobile App,COMPLETED,6.99
90260,6697,2024-01-12,2024-01-12 16:59:39,Web,COMPLETED,4.99
90261,6025,2024-01-12,2024-01-12 08:41:01,Web,COMPLETED,0.00
90262,5067,2024-01-12,2024-01-12 10:59:48,Web,COMPLETED,0.00
90263,6359,2024-01-12,2024-01-12 01:22:04,Web,COMPLETED,0.00
90264,5853,2024-01-12,2024-01-12 09:50:54,Mobile App,COMPLETED,6.99
90265,6795,2024-01-12,2024-01-12 21:43:47,Web,COMPLETED,0.00
90266,5038,2024-01-12,2024-01-12 14:07:57,Mobile App,COMPLETED,4.99
90267,6261,2024-01-12,2024-01-12 23:48:56,Web,COMPLETED,6.99
90268,6655,2024-01-12,2024-01-12 20:56:15,Mobile App,COMPLETED,0.00
90269,5599,2024-01-12,2024-01-12 14:45:19,Web,COMPLETED,4.99
90270,5752,2024-01-12,2024-01-12 11:57:26,Mobile App,COMPLETED,4.99
90271,6445,2024-01-12,2024-01-12 17:13:07,Mobile App,COMPLETED,0.00
90272,5763,2024-01-12,2024-01-12 12:19:52,Marketplace,COMPLETED,0.00
90273,5174,2024-01-12,2024-01-12 12:11:42,Web,COMPLETED,4.99
90274,5883,2024-01-12,2024-01-12 08:51:48,Mobile App,COMPLETED,6.99
90275,6211,2024-01-12,2024-01-12 21:18:54,Web,COMPLETED,8.99
90276,6096,2024-01-12,2024-01-12 04:58:00,Mobile App,COMPLETED,4.99
90277,5575,2024-01-12,2024-01-12 14:00:29,Marketplace,COMPLETED,0.00
90278,5076,2024-01-12,2024-01-12 17:20:04,Web,COMPLETED,8.99
90279,5903,2024-01-12,2024-01-12 20:03:14,Web,COMPLETED,8.99
90280,5235,2024-01-12,2024-01-12 22:16:16,Marketplace,COMPLETED,4.99
90281,5034,2024-01-12,2024-01-12 21:26:04,Marketplace,COMPLETED,0.00
90282,6315,2024-01-12,2024-01-12 00:06:38,Mobile App,COMPLETED,0.00
90283,5434,2024-01-12,2024-01-12 01:42:46,Web,COMPLETED,8.99
90284,5308,2024-01-12,2024-01-12 03:54:56,Mobile App,COMPLETED,0.00
90285,6081,2024-01-12,2024-01-12 14:20:47,Web,RETURNED,4.99
90286,6420,2024-01-13,2024-01-13 20:30:38,Web,COMPLETED,6.99
90287,5472,2024-01-13,2024-01-13 21:08:38,Mobile App,COMPLETED,0.00
90288,5534,2024-01-13,2024-01-13 05:56:29,Web,COMPLETED,4.99
90289,5032,2024-01-13,2024-01-13 13:01:44,Web,COMPLETED,4.99
90290,5342,2024-01-13,2024-01-13 07:45:18,Web,COMPLETED,8.99
90291,5244,2024-01-13,2024-01-13 04:46:11,Web,COMPLETED,0.00
90292,6483,2024-01-13,2024-01-13 10:03:36,Mobile App,COMPLETED,0.00
90293,6061,2024-01-13,2024-01-13 06:27:33,Mobile App,CANCELLED,0.00
90294,5570,2024-01-13,2024-01-13 03:13:35,Mobile App,COMPLETED,0.00
90295,6718,2024-01-13,2024-01-13 18:27:46,Mobile App,COMPLETED,0.00
90296,5912,2024-01-13,2024-01-13 15:16:05,Mobile App,COMPLETED,6.99
90297,6771,2024-01-13,2024-01-13 16:20:12,Web,COMPLETED,0.00
90298,6724,2024-01-13,2024-01-13 04:31:52,Mobile App,COMPLETED,0.00
90299,5384,2024-01-13,2024-01-13 06:00:27,Marketplace,COMPLETED,0.00
90300,5138,2024-01-13,2024-01-13 09:53:14,Mobile App,COMPLETED,4.99
90301,6793,2024-01-13,2024-01-13 13:28:20,Web,COMPLETED,0.00
90302,5507,2024-01-13,2024-01-13 04:49:56,Marketplace,COMPLETED,0.00
90303,5991,2024-01-13,2024-01-13 12:51:28,Mobile App,COMPLETED,6.99
90304,5871,2024-01-13,2024-01-13 14:26:14,Mobile App,COMPLETED,0.00
90305,6173,2024-01-13,2024-01-13 22:21:58,Web,COMPLETED,0.00
90306,5723,2024-01-13,2024-01-13 22:14:18,Mobile App,COMPLETED,6.99
90307,6642,2024-01-13,2024-01-13 09:01:14,Web,COMPLETED,0.00
90308,6410,2024-01-14,2024-01-14 02:04:04,Web,COMPLETED,6.99
90309,6034,2024-01-14,2024-01-14 10:27:32,Marketplace,COMPLETED,6.99
90310,6523,2024-01-14,2024-01-14 13:05:14,Web,COMPLETED,0.00
90311,5833,2024-01-14,2024-01-14 12:23:48,Mobile App,CANCELLED,8.99
90312,6120,2024-01-14,2024-01-14 03:41:19,Marketplace,COMPLETED,8.99
90313,5681,2024-01-14,2024-01-14 18:48:14,Web,COMPLETED,8.99
90314,5121,2024-01-14,2024-01-14 00:17:44,Mobile App,COMPLETED,6.99
90315,5429,2024-01-14,2024-01-14 13:44:04,Mobile App,COMPLETED,4.99
90316,5770,2024-01-14,2024-01-14 15:08:47,Web,COMPLETED,0.00
90317,6791,2024-01-14,2024-01-14 08:33:20,Mobile App,COMPLETED,0.00
90318,6260,2024-01-14,2024-01-14 10:59:47,Web,COMPLETED,0.00
90319,6475,2024-01-14,2024-01-14 09:44:12,Web,COMPLETED,4.99
90320,5409,2024-01-14,2024-01-14 17:56:14,Marketplace,COMPLETED,8.99
90321,5707,2024-01-14,2024-01-14 11:39:49,Marketplace,COMPLETED,0.00
90322,5826,2024-01-14,2024-01-14 12:21:36,Web,COMPLETED,8.99
90323,6582,2024-01-14,2024-01-14 04:09:10,Mobile App,COMPLETED,8.99
90324,5974,2024-01-14,2024-01-14 09:32:48,Web,COMPLETED,6.99
90325,5241,2024-01-14,2024-01-14 20:53:17,Web,RETURNED,0.00
90326,6457,2024-01-14,2024-01-14 23:27:13,Web,COMPLETED,0.00
90327,6795,2024-01-15,2024-01-15 00:37:19,Web,COMPLETED,0.00
90328,5673,2024-01-15,2024-01-15 15:38:40,Web,COMPLETED,8.99
90329,5931,2024-01-15,2024-01-15 22:09:45,Mobile App,COMPLETED,8.99
90330,6508,2024-01-15,2024-01-15 10:57:45,Web,COMPLETED,0.00
90331,5347,2024-01-15,2024-01-15 02:11:28,Mobile App,COMPLETED,6.99
90332,5092,2024-01-15,2024-01-15 02:36:59,Web,COMPLETED,8.99
90333,5949,2024-01-15,2024-01-15 05:50:00,Web,RETURNED,0.00
90334,5446,2024-01-15,2024-01-15 06:47:48,Marketplace,COMPLETED,0.00
90335,6512,2024-01-15,2024-01-15 08:56:12,Web,COMPLETED,4.99
90336,5363,2024-01-15,2024-01-15 14:53:40,Web,COMPLETED,8.99
